"","gene_hgnc","gene","logFC","logCPM","F","PValue","FDR","rank"
"5779","LOC220729","LOC220729",0.133248862942317,3.85363658995487,1.43366514280609,0.234458706029678,0.822932140772586,0.629933636201101
"9465","SARAF","TMEM66",0.0911276012991814,11.6364843559902,1.43452672439227,0.234319319553032,0.822932140772586,0.630191902485524
"7720","PCIF1","PCIF1",0.096665001574807,6.82642487001234,1.43466777198647,0.23429651058222,0.822932140772586,0.630234179376455
"7672","PARPBP","PARPBP",0.187060645689981,2.73186408749429,1.72790371747086,0.234057296542436,0.822932140772586,0.630677815554597
"9290","RPS15A","RPS15A",0.07554091393001,10.599655160774,1.43741705865132,0.233852463239452,0.822932140772586,0.631058051174902
"4167","GPRIN3","GPRIN3",0.0978000858060745,7.26068512790765,1.43779059512956,0.233792211609151,0.822932140772586,0.631169960716987
"4067","GNRHR","GNRHR",0.414022249152595,1.43845413655002,2.51699522859895,0.233727715737531,0.822932140772586,0.631289785347721
"9281","RPRD1B","RPRD1B",0.112249516938106,4.99807278452445,1.43921442081599,0.233562722135687,0.822932140772586,0.631596471759427
"1277","C20orf197","C20orf197",0.265504932462268,2.26680127821393,1.44114066389898,0.23325269303451,0.822932140772586,0.632173333376636
"6916","MYO1C","MYO1C",0.160284197238453,4.08746291437503,1.44303662914779,0.232948029215515,0.822932140772586,0.632740959413861
"9814","SKIV2L","SKIV2L",0.0954385192840475,5.52557713334586,1.44359444272753,0.232858486594186,0.822932140772586,0.63290792945613
"6660","MRC2","MRC2",0.219330560223099,2.51252606896633,1.4684915360404,0.232700772629557,0.822932140772586,0.633202174735634
"9291","RPS15AP10","RPS15AP10",0.229296545110605,2.35915413401166,2.83566007098969,0.232349049403941,0.82244589847676,0.633859099985059
"9559","SDHAP1","SDHAP1",0.154239213142477,3.15933130375646,1.63457410782358,0.232338875228825,0.82244589847676,0.633878117428282
"5850","LOC388796","LOC388796",0.140007469276636,5.58413428133457,1.44765300461314,0.232208255826703,0.822396315271587,0.63412234361449
"6395","MED29","MED29",0.0768895986551953,6.01928759381369,1.44844760367246,0.23208121167062,0.822395164085782,0.634360016795489
"1647","CCT8","CCT8",0.0740255523443003,7.76982297436913,1.44969015350134,0.231882717507687,0.822395164085782,0.634731618635587
